year,title,imdb_id,boxofficemojo_id,tmdb_id,qid,budget,box_office_start_date,box_office_end_date,box_office_gross
2018,Bad Samaritan,tt3203528,rl2768602625,467632,Q36492115,,,,
2018,Beautifully Broken,tt5645932,rl889488897,536768,Q104842890,,,,
2018,BlacKkKlansman,tt7349662,rl1862567425,487558,Q43370948,,,,
2018,Blindspotting,tt7242142,rl2600830465,489930,Q47064265,,,,
2018,Book Club,tt6857166,rl3053815297,502682,Q48672553,,2018-05-18,,68570000
2018,Boundaries,tt5686062,rl3792012801,447682,Q24308041,,,,
2018,Breaking In,tt7137846,rl1392870913,497814,Q39075152,,,,
2018,Captive State,tt5968394,rl453215745,429471,Q28863791,,,,
2018,Christopher Robin,tt4575576,rl2105312769,420814,Q24301991,,2018-08-03,,87610000
2018,Crazy Rich Asians,tt3104988,rl1157858817,455207,Q29588623,,2018-08-17,,117300000
2018,Deadpool 2,tt5463162,rl2488436225,383498,Q25431158,,2018-05-18,,318450000
2018,Disobedience,tt6108178,rl3959588353,419743,Q28465803,,,,
2018,Dog Days,tt7365604,rl3137701377,477510,Q52151406,,,,
2018,Hereditary,tt7784604,rl3892479489,493922,Q47524071,,,,
2018,Higher Power,tt2924392,rl2013562369,513324,Q55613729,,,,
2018,Hotel Transylvania 3: Summer Vacation,tt5220122,rl3111945729,400155,Q28840385,,2018-07-13,,162840000
2018,Incredibles 2,tt3606756,rl2071758337,260513,Q24832112,,2018-06-15,,602580000
2018,John McEnroe: In the Realm of Perfection,tt7966920,rl637830657,499555,Q54165873,,,,
2018,"Juliet, Naked",tt5607096,rl285509121,458344,Q47461719,,,,
2018,Jurassic World: Fallen Kingdom,tt4881806,rl1602061825,351286,Q21877685,,2018-06-22,,415210000
2018,Kin,tt6017942,rl637896193,425505,Q54366261,,,,
2018,Kings,tt5843850,rl2785379841,408873,Q28517709,,,,
2018,Leave No Trace,tt3892172,rl4060448257,443463,Q47470782,,,,
2018,Life of the Party,tt5619332,rl2256438785,399796,Q27958320,,2018-05-11,,58860000
2018,Mamma Mia! Here We Go Again,tt6911608,rl1828947457,458423,Q36951175,,2018-07-20,,118120000
2018,Mile 22,tt4560436,rl1761969665,347375,Q50344898,,,,
2018,Mission: Impossible - Fallout,tt4912910,rl2449573377,353081,Q29261993,,2018-07-27,,206660000
2018,Ocean's Eight,tt5164214,rl2206107137,402900,Q25627545,,2018-06-08,,139210000
2018,On Chesil Beach,tt1667321,rl3976365569,391714,Q27959336,,,,
2018,Overboard,tt1563742,rl3707995649,454619,Q48672812,,2018-05-04,,50320000
2018,Papillon,tt5093026,rl4094002689,433498,Q27985123,,,,
2018,Pope Francis: A Man of His Word,tt6915100,rl2332395009,505205,Q54554847,,,,
2018,Puzzle,tt6933454,rl3808790017,492998,Q47486520,,,,
2018,Replicas,tt4154916,rl1258653185,300681,Q27958509,,,,
2018,Revenge,tt6738136,rl654607873,467938,Q39073132,,,,
2018,Show Dogs,tt5691024,rl3125577217,425148,Q28101342,,,,
2018,Sicario: Day of the Soldado,tt5052474,rl771917313,400535,Q27921157,,,,
2018,Skyscraper,tt5758778,rl2936047105,447200,Q37447062,,2018-07-13,,67420000
2018,Slender Man,tt5690360,rl3573646849,439015,Q32067466,,,,
2018,Solo: A Star Wars Story,tt3778644,rl1954383361,348350,Q27038847,,2018-05-25,,213710000
2018,Sorry to Bother You,tt5688932,rl805602817,424781,Q32067450,,,,
2018,SuperFly,tt7690670,rl1124435457,500475,Q52151356,,,,
2018,Tag,tt2854926,rl654542337,455980,Q30612098,,2018-06-15,,54520000
2018,Teen Titans GO! To the Movies,tt7424200,rl3875767809,474395,Q46392313,,,,
2018,The Darkest Minds,tt4073790,rl2785052161,445651,Q28393252,,,,
2018,The Equalizer 2,tt3766354,rl494765569,345887,Q41493467,,2018-07-20,,100750000
2018,The First Purge,tt6133466,rl1526760961,442249,Q42048180,,2018-07-04,,69070000
2018,The Game Changers,tt7455754,rl3138094593,463088,Q51533554,,,,
2018,The Guardians,tt6213362,rl3389163009,427347,,,,,
2018,The Happytime Murders,tt1308728,rl2432927233,412988,Q9086870,,,,
2018,The Meg,tt4779682,rl2105509377,345940,Q27957869,,2018-08-10,,123800000
2018,The Seagull,tt4682136,rl4278552065,341735,Q20649932,,,,
2018,The Spy Who Dumped Me,tt6663582,rl872646145,454992,Q33256094,,,,
2018,Tully,tt5610554,rl620987905,400579,Q27957927,,,,
2018,Uncle Drew,tt7334528,rl67274241,474335,Q48818131,,,,
2018,Upgrade,tt6499752,rl1174767105,500664,Q30611788,,,,
2018,Valley Girl,tt1266036,,482273,,,,,
2018,"Westwood: Punk, Icon, Activist",tt4378628,rl1040483841,478426,Q58675533,,,,
2018,Whitney,tt5740866,rl3926230529,507256,Q52791458,,,,
2018,Won't You Be My Neighbor?,tt7681902,rl688227841,490003,Q52151494,,,,
2019,47 Meters Down: Uncaged,tt7329656,rl1526892033,480105,Q59631075,,,,
2019,A Dog's Journey,tt8385474,rl3036972545,522518,Q61654745,,,,
2019,Ad Astra,tt2935510,rl1560446465,419704,Q38774788,,,,
2019,Aladdin,tt6139732,rl3246360065,420817,Q27188178,,,,
2019,Angel Has Fallen,tt6189022,rl1745257985,423204,Q47484136,,,,
2019,Annabelle Comes Home,tt8350360,rl939820545,521029,Q55973412,,,,
2019,Artemis Fowl,tt3089630,,475430,Q12302227,,,,
2019,Avengers: Endgame,tt4154796,rl3059975681,299534,Q23781155,,,,
2019,Booksmart,tt1489887,rl2986771969,505600,Q55605752,,,,
2019,Brian Banks,tt3920820,rl822707713,535845,,,,,
2019,Brightburn,tt7752126,rl3221521921,531309,Q59600666,,,,
2019,Child's Play,tt8663516,rl352749057,533642,Q56697304,,,,
2019,Dora and the Lost City of Gold,tt7547410,rl3993339393,499701,Q56064745,,,,
2019,Fast & Furious Presents: Hobbs & Shaw,tt6806448,rl2919400961,384018,Q56559254,,,,
2019,Godzilla: King of the Monsters,tt3741700,rl2991883777,373571,Q17501972,,,,
2019,Good Boys,tt6977338,rl1275299329,521777,Q56274437,,,,
2019,John Wick: Chapter 3 - Parabellum,tt6146586,rl1476560385,458156,Q52951815,,,,
2019,Late Night,tt6107548,rl3070854657,523172,Q55616601,,,,
2019,Long Shot,tt2139881,rl2835514881,459992,Q44491815,,,,
2019,Ma,tt7958736,rl1443202561,502416,Q55621609,,,,
2019,Men in Black: International,tt2283336,rl2986509825,479455,Q55439830,,,,
2019,Midsommar,tt8772262,rl805733889,530385,Q55907451,,,,
2019,Once Upon a Time... in Hollywood,tt7131622,rl520455681,466272,Q47300912,,,,
2019,Playmobil: The Movie,tt4199898,rl4085220865,366668,Q57314399,,,,
2019,Pokémon: Detective Pikachu,tt5884052,rl17139201,447404,Q47492499,,,,
2019,Rocketman,tt2066051,rl4261709313,504608,Q55934795,,,,
2019,Scary Stories to Tell in the Dark,tt3387520,rl2852554241,417384,Q56274092,,,,
2019,Shaft,tt4463894,rl604341761,486131,Q50325956,,,,
2019,Spider-Man: Far from Home,tt6320628,rl3791750657,429617,Q27985819,,,,
2019,Stuber,tt7734218,rl973571585,513045,Q55634129,,,,
2019,The Angry Birds Movie 2,tt6095472,rl1006863873,454640,Q18722273,,,,
2019,The Biggest Little Farm,tt8969332,rl3255272961,543084,Q56651741,,,,
2019,The Hustle,tt1298644,rl3271722497,449562,Q43208792,,,,
2019,The Intruder,tt6722030,rl3490153985,524247,Q56562299,,,,
2019,The Last Black Man in San Francisco,tt4353250,rl1074365953,522039,Q54868300,,,,
2019,The Lion King,tt6105098,rl3321923073,420818,Q27044293,,,,
2019,The New Mutants,tt4682266,rl1098876417,340102,Q28912376,,,,
2019,The Secret Life of Pets 2,tt5113040,rl1719436801,412117,Q28561715,,,,
2019,The Sun Is Also a Star,tt6423362,rl3339027969,508791,Q55287239,,,,
2019,Tolkien,tt3361792,rl554272257,468224,Q42689885,,,,
2019,Toy Story 4,tt1979376,rl3798500865,301528,Q18517638,,,,
2019,UglyDolls,tt1946502,rl2315290113,454458,Q56417123,,,,
2019,"Where'd You Go, Bernadette",tt2365580,rl2567276033,405177,Q32942287,,,,
2019,X-Men: Dark Phoenix,tt6565702,rl4211181057,320288,Q31188935,,,,
2019,Yesterday,tt8079248,rl1392805377,515195,Q55076454,,,,
2022,Beast,,,,,,,,
2022,Bed Rest,tt4896168,,917007,Q110876778,,,,
2022,Benediction,tt6852178,rl658342657,399178,Q101093410,,,,
2022,Brian and Charles,tt13270424,rl3912401665,913814,Q110903725,,,,
2022,Bros,tt9731598,rl2674688769,614939,Q110863967,,,,
2022,Bullet Train,tt12593682,rl192905985,718930,Q99900595,,,,
2022,DC League of Super-Pets,tt8912936,rl470124033,539681,Q106953528,,,,
2022,Doctor Strange in the Multiverse of Madness,tt9419884,rl3724903937,453395,Q64211112,,,,
2022,Downton Abbey: A New Era,tt11703710,rl24281857,820446,Q106577763,,,,
2022,Easter Sunday,tt11952606,rl2332525313,824281,Q106706908,,,,
2022,Eiffel,tt10366514,rl3039724289,655082,,,,,
2022,Elvis,tt3704428,rl2869528065,614934,Q84362533,,,,
2022,Emily the Criminal,tt15255876,rl3325788929,862965,Q110039575,,,,
2022,Family Camp,tt11535358,rl3291251457,846528,Q112120049,,,,
2022,Fear,,,,,,,,
2022,Firestarter,tt1798632,rl2917121,532710,Q61883109,,,,
2022,Flux Gourmet,tt15010292,rl1295549185,848818,,,,,
2022,Frank and Penelope,tt4459134,,899294,,,,,
2022,Happening,tt13880104,rl3928392449,793998,Q107675028,,,,
2022,Hold Your Fire,tt15196796,rl3894838017,859350,,,,,
2022,Homebound,tt4788734,,484907,,,,,
2022,Honk for Jesus. Save Your Soul.,tt12655436,rl2989654785,848331,Q110027954,,,,
2022,Jayeshbhai Jordaar,tt10393870,,678999,Q77906136,,,,
2022,Jazz Fest: A New Orleans Story,tt16418964,rl3962995457,934332,,,,,
2022,Jurassic World Dominion,tt8041270,rl4043671041,507086,Q55178974,,,,
2022,Lightyear,tt10298810,rl6456065,718789,Q104409060,,,,
2022,Little Sorcerer,tt14633194,,918930,,,,,
2022,Men,tt13841850,rl70025985,780609,Q106514711,,,,
2022,Minions: The Rise of Gru,tt5113044,rl1736214017,438148,Q60997779,,,,
2022,Mrs. Harris Goes to Paris,tt5151570,rl1819771649,754609,Q104871482,,,,
2022,Nope,tt10954984,rl3562898177,762504,Q107176162,,,,
2022,On a Wing and a Prayer,tt13929998,,878375,,,,,
2022,On the Count of Three,tt11160650,rl3275457281,776512,Q76488910,,,,
2022,Paws of Fury: The Legend of Hank,tt4428398,rl3979051777,366672,Q21450513,,,,
2022,Samaritan,tt5500218,,629176,Q85314873,,,,
2022,Secret Headquarters,tt14001894,,791155,Q106994644,,,,
2022,Suicide for Beginners,tt2505304,,966436,,,,,
2022,The Black Phone,tt7144666,rl3849487105,756999,Q105584511,,,,
2022,The Bob's Burgers Movie,tt7466442,rl2852292097,504827,Q41709271,,,,
2022,The Forgiven,,,,,,,,
2022,The Innocents,tt4028464,rl3911615233,660942,,,,,
2022,The Invitation,tt12873562,rl690324225,830788,Q112878296,,,,
2022,The Phantom of the Open,tt12572040,rl4114318081,717151,Q104863935,,,,
2022,The Sanctity of Space,tt9806166,,844063,Q109985890,,,,
2022,Thor: Love and Thunder,tt10648342,rl3523577345,616037,Q65768604,,,,
2022,Top Gun: Maverick,tt1745960,rl2500036097,361743,Q31202708,,,,
2022,Under The Boardwalk,tt10551654,,609271,,,,,
2022,Vengeance,tt11976532,rl2485945089,683340,Q88470222,,,,
2022,Watcher,tt12004038,rl3576791809,807356,Q106554940,,,,
2022,Where the Crawdads Sing,tt9411972,rl2457109249,682507,Q106311043,,,,
2023,A Southern Haunting,tt11299722,,1092365,,,,,
2023,About My Father,tt8373206,rl2950791937,829051,Q108809561,,,,
2023,Asteroid City,tt14230388,rl1592820481,747188,Q108086029,,,,
2023,Back on the Strip,tt6048442,rl2994963201,943818,Q114257370,,,,
2023,Barbie,tt1517268,rl1077904129,346698,Q55436290,,,,
2023,Black Lotus,tt15895490,,996154,,,,,
2023,BlackBerry,tt21867434,rl3388965633,1016084,Q116315647,,,,
2023,Blue Beetle,tt9362930,rl3693445889,565770,Q107808351,,,,
2023,Book Club: The Next Chapter,tt20768712,rl1943044865,982271,Q114798301,,,,
2023,Elemental,tt15789038,rl1811383041,976573,Q112801489,,,,
2023,Fast X,tt5433140,rl209683969,385687,Q31271369,,,,
2023,Gran Turismo,tt4495098,rl3788079873,980489,Q112909147,,,,
2023,Guardians of the Galaxy Vol. 3,tt6791350,rl2977202945,447365,Q29226331,,,,
2023,Haunted Mansion,tt1695843,rl707822337,616747,Q108940282,,,,
2023,Hypnotic,tt8080204,rl982024961,536437,Q108872432,,,,
2023,Indiana Jones and the Dial of Destiny,tt1462764,rl2776598017,335977,Q24278982,,,,
2023,Insidious: The Red Door,tt13405778,rl1137607425,614479,Q113467000,,,,
2023,Joy Ride,tt15268244,rl2732688129,864168,Q108940271,,,,
2023,Kandahar,tt5761544,rl1375503105,717930,Q111940088,,,,
2023,Knights of the Zodiac,tt6528290,rl4203184897,455476,Q108659401,,,,
2023,Love Again,tt10276482,rl4031233,758336,Q104872036,,,,
2023,Meg 2: The Trench,tt9224104,rl3090514689,615656,Q110842446,,,,
2023,Mission: Impossible - Dead Reckoning Part One,tt9603212,rl1896449537,575264,,,,,
2023,No Hard Feelings,tt15671028,rl4174349057,884605,Q114397511,,,,
2023,Oppenheimer,tt15398776,rl3725886209,872585,Q108839994,,,,
2023,Past Lives,tt13238346,rl3498410753,666277,Q116025865,,,,
2023,Please Don't Destroy: The Treasure of Foggy Mountain,tt21335356,,1002315,Q123116668,,,,
2023,Ruby Gillman: Teenage Kraken,tt27155038,rl176587521,1040148,Q117188308,,,,
2023,Simulant,tt13130024,,942199,,,,,
2023,Spider-Man: Across the Spider-Verse,tt9362722,rl2812183041,569094,Q76448600,,,,
2023,Strays,tt15153532,rl3174007553,912908,Q111340524,,,,
2023,Talk to Me,tt10638522,rl3548742401,1008042,,,,,
2023,Teenage Mutant Ninja Turtles: Mutant Mayhem,tt8589698,rl393904897,614930,Q110271518,,,,
2023,The Blackening,tt11703244,rl2565833473,1008392,Q114087590,,,,
2023,The Boogeyman,tt3427252,rl3958932225,532408,Q111530175,,,,
2023,The Equalizer 3,tt17024450,rl1430029057,926393,Q114818951,,,,
2023,The Flash,tt0439572,rl2225635841,298618,Q23562553,,,,
2023,The Last Voyage of the Demeter,tt1001520,rl2382856961,635910,Q107394970,,,,
2023,The Little Mermaid,tt5971474,rl1913750273,447277,Q24357415,,,,
2023,The Machine,tt11040844,rl3287778049,647250,Q115615933,,,,
2023,Theater Camp,tt21232992,rl1652851457,986054,Q116287765,,,,
2023,They Listen,,,,,,,,
2023,Transformers: Rise of the Beasts,tt5090568,rl1606320641,667538,Q107174193,,,,
2023,White Bird,tt11068094,rl3681714945,779816,Q105702073,,,,
2023,You Hurt My Feelings,tt15771916,rl3699737345,890215,Q111937315,,,,
2024,1992,tt4959750,rl1916895233,413846,Q121365761,,,,
2024,A Quiet Place: Day One,tt13433802,rl545096449,762441,Q112183404,,,,
2024,Alien: Romulus,tt18412256,rl654017281,945961,Q115932544,,,,
2024,Babes,tt21276958,rl3328147457,999582,Q123144594,,,,
2024,Back to Black,tt21261712,rl4114907137,998846,Q116507926,,,,
2024,Bad Boys: Ride or Die,tt4919268,rl1386447617,573435,Q31271357,,,,
2024,Banel & Adama,tt26256406,rl257196033,995806,Q117663210,,,,
2024,Blink Twice,tt14858658,rl4082008065,840705,Q113012523,,,,
2024,Blue Lock: Episode Nagi,tt28671146,rl1180794881,1104844,Q125832972,,,,
2024,Borderlands,tt4978420,rl3466691329,365177,Q106329715,,,,
2024,Cora Bora,tt20221208,rl1834057729,976226,Q117350346,,,,
2024,Cuckoo,tt12349832,rl693927937,869291,Q113012026,,,,
2024,Deadpool & Wolverine,tt6263850,rl4108092161,533535,Q102180106,,,,
2024,Despicable Me 4,tt7510222,rl2603516673,519182,Q113373276,,,,
2024,Dìdi,tt30319503,rl4266885121,1158915,Q123855936,,,,
2024,Evil Does Not Exist,tt28490044,rl3696263169,1156125,Q120897557,,,,
2024,Fly Me to the Moon,tt1896747,rl810057729,956842,Q115057826,,,,
2024,Furiosa: A Mad Max Saga,tt12037194,rl627344129,786892,Q100361125,,,,
2024,Green Border,tt27722543,rl5537793,1121956,Q116996004,,,,
2024,Haikyu!! The Dumpster Battle,tt30476486,rl1130463233,1012201,Q123354229,,,,
2024,Harold and the Purple Crayon,tt1609486,rl2031190785,826510,Q111883640,,,,
2024,Horizon: An American Saga - Chapter 1,tt17505010,rl3484517121,932086,Q124670101,,,,
2024,Horizon: An American Saga - Chapter 2,tt27665778,rl3266413313,1120368,Q124670100,,,,
2024,I Saw the TV Glow,tt15574270,rl660111361,858017,Q113903713,,,,
2024,IF,tt11152168,rl3731915521,639720,Q111918059,,,,
2024,Inside Out 2,tt22022452,rl3638199041,1022789,Q113877606,,,,
2024,It Ends with Us,tt10655524,rl3818881793,1079091,Q118641054,,,,
2024,Janet Planet,tt28366692,rl3898507265,1037035,Q121334864,,,,
2024,Jeanne du Barry,tt17277414,rl1733918721,921452,Q111209845,,,,
2024,June Zero,tt18834372,rl1078820865,982221,Q125832814,,,,
2024,Kill,tt28259207,rl3948838913,1160018,Q125207809,,,,
2024,Kinds of Kindness,tt22408160,rl1784381441,1029955,Q114345051,,,,
2024,Kingdom of the Planet of the Apes,tt11389872,rl1678869249,653346,Q114314695,,,,
2024,Kraven the Hunter,tt8790086,rl259556097,539972,Q107390449,,,,
2024,Last Summer,tt14550346,rl1800962049,812037,Q117600026,,,,
2024,Longlegs,tt23468450,rl1733394433,1045574,Q116470610,,,,
2024,Lost Soulz,tt27507837,rl240418817,1115579,Q125832752,,,,
2024,MaXXXine,tt22048412,rl4208624385,1023922,Q116032682,,,,
2024,Mars Express,tt26915336,rl3026157569,586810,Q111210475,,,,
2024,Much Ado About Dying,tt22873448,rl2354085889,1047151,Q125832647,,,,
2024,National Anthem,tt22803220,rl2136178689,1082543,Q116945688,,,,
2024,Poolman,tt18077924,rl1851162625,834562,Q113002880,,,,
2024,Sing Sing,tt28479262,rl794591233,1155828,Q122335323,,,,
2024,Someday We'll Tell Each Other Everything,tt21654390,rl3596255233,1045205,Q116313884,,,,
2024,Tarot,tt14088510,rl3080028929,719221,Q123910753,,,,
2024,Thabo and the Rhino Case,tt22755734,rl558858241,1131751,Q124152247,,,,
2024,The Bikeriders,tt21454134,rl620462849,1008409,Q113668560,,,,
2024,The Crow,tt1340094,rl3110174721,957452,Q113300899,,,,
2024,The Fall Guy,tt1684562,rl752190209,746036,Q113671585,,,,
2024,The Fire Inside,tt6133444,rl2778432257,610219,Q96378044,,,,
2024,The Forge,tt26731216,rl1795064577,1186532,Q124337175,,,,
2024,The Garfield Movie,tt5779228,rl382960385,748783,Q113547547,,,,
2024,The Last Stop in Yuma County,tt11674730,rl509509633,1047020,Q122888605,,,,
2024,The Strangers: Chapter 1,tt22050754,rl793346049,1010600,Q114073140,,,,
2024,The Watchers,tt26736843,rl2180940545,1086747,Q121547814,,,,
2024,Touch,tt23468836,rl373719041,1032472,Q124153295,,,,
2024,Trap,tt26753003,rl562070273,1032823,Q124077893,,,,
2024,Tuesday,tt14682800,rl1063223297,831395,Q107299023,,,,
2024,Twisters,tt12584954,rl1324712705,718821,Q115932556,,,,
2024,Wildcat,tt26442871,rl2320793601,1076101,Q116469813,,,,
2024,Young Woman and the Sea,tt5177114,rl189890561,774531,Q111982520,,,,
2025,28 Years Later,tt10548174,rl375947265,1100988,,,,,
2025,Americana,tt17676734,rl1579909121,934456,,,,,
2025,Bride Hard,tt21317634,,1124619,,,,,
2025,Bring Her Back,tt32246771,rl3492904961,1151031,,,,,
2025,Caught Stealing,tt1493274,rl1210810369,1245993,,,,,
2025,Clown in a Cornfield,tt23060698,rl605847553,713364,,,,,
2025,Dangerous Animals,tt32299316,rl2335277057,1285965,,,,,
2025,Elio,tt4900148,rl1561428737,1022787,,,,,
2025,F1,tt16311594,rl2507374593,911430,,,,,
2025,Fight or Flight,tt13652286,rl1680572417,1212855,,,,,
2025,Final Destination: Bloodlines,tt9619824,rl1478393857,574475,,,,,
2025,Freakier Friday,tt31956415,rl443908097,1125257,,,,,
2025,Friendship,tt30505698,rl3543236609,1239655,,,,,
2025,From the World of John Wick: Ballerina,tt7181546,rl965378817,541671,,,,,
2025,How to Train Your Dragon,tt26743210,rl1921090305,1087192,,,,,
2025,Hurry Up Tomorrow,tt26927452,rl1327726593,1093237,,,,,
2025,I Know What You Did Last Summer,tt4045450,rl2372632577,1083433,,,,,
2025,Juliet & Romeo,tt26597666,rl2137751553,1103857,,,,,
2025,Jurassic World Rebirth,tt31036941,rl3058794497,1234821,,,,,
2025,Karate Kid: Legends,tt1674782,rl3470426881,1011477,,,,,
2025,Lilo & Stitch,tt11655566,rl3104735233,552524,Q59395971,,,,
2025,M3GAN 2.0,tt26342662,rl1392018177,1071585,,,,,
2025,Materialists,tt30253473,rl3442638849,1136867,,,,,
2025,Mission: Impossible - The Final Reckoning,tt9603208,rl1913226753,575265,,,,,
2025,Next Sohee,tt19820538,,923344,,,,,
2025,Nobody 2,tt28996126,rl511016961,1007734,,,,,
2025,Off the Grid,tt27424511,,1371151,,,,,
2025,Shadow Force,tt11092020,rl1160806401,757725,,,,,
2025,Smurfs,tt18069420,rl3459023617,936108,,,,,
2025,Superman,tt5950044,rl1543340801,1061474,,,,,
2025,The Bad Guys 2,tt30017619,rl1472103169,1175942,,,,,
2025,The Fantastic Four: First Steps,tt10676052,rl2429649665,617126,,,,,
2025,The Last Rodeo,tt30908405,rl1523089409,1380682,,,,,
2025,The Life of Chuck,tt12908150,rl4207640577,842924,,,,,
2025,The Naked Gun,tt3402138,rl3528753153,1035259,,,,,
2025,The Phoenician Scheme,tt30840798,rl2620358657,1137350,,,,,
2025,The Roses,tt31973693,rl2537062401,1267905,,,,,
2025,The Ruse,tt27146069,rl825196545,1095700,,,,,
2025,The Surfer,tt27813235,rl1036156929,1128655,,,,,
2025,The Toxic Avenger,tt1633359,rl3695017985,338969,,,,,
2025,Thunderbolts*,tt20969586,rl2647753473,986056,,,,,
2025,Weapons,tt26581740,rl3882385409,1078605,,,,,
2026,Animal Farm,tt2467700,rl528646145,539745,Q111946852,,,,
2026,Backrooms,tt26657236,rl747929601,1083381,Q125131076,,,,
2026,Billie Eilish: Hit Me Hard and Soft,tt39018643,rl2650767361,1515899,Q137204783,,,,
2026,Carolina Caroline,tt33365126,rl3164438529,1329471,Q130284176,,,,
2026,Cliffhanger,tt1441251,rl971538433,1120556,Q118455791,,,,
2026,Coyote vs. Acme,tt1756855,rl409240321,1204680,Q106392679,,,,
2026,Cut Off,tt36246412,rl651853825,1451148,Q135906854,,,,
2026,Deep Water,tt29516222,rl2141618177,1127384,Q124526427,,,,
2026,Disclosure Day,tt15047880,rl376274945,1275779,Q126683577,,,,
2026,Evil Dead Burn,tt31170389,rl1925480449,1212763,Q132731331,,,,
2026,Fall 2,tt31192372,rl2930278401,1101412,Q136388712,,,,
2026,Finding Emily,tt32499466,rl3968761857,1339588,Q131737274,,,,
2026,Gail Daughtry and the Celebrity Sex Pass,tt36834010,rl27557889,1476682,Q137356279,,,,
2026,Girls Like Girls,tt32432654,rl3330441217,1397485,Q131428413,,,,
2026,Hokum,tt35672862,rl1066958849,1430077,Q133397105,,,,
2026,I Love Boosters,tt30827810,rl2627698689,1227877,Q131109043,,,,
2026,Ice Cream Man,tt36893729,rl933134337,1477712,Q136773033,,,,
2026,In the Grey,tt27681354,rl3210838017,1122573,Q123172835,,,,
2026,Insidious: The Bleeding World,tt32393988,rl141197313,1291595,Q136311783,,,,
2026,Is God Is,tt34379307,rl383418369,1380316,Q135742878,,,,
2026,Jackass 5,tt39316472,rl428507137,1612018,Q138035676,,,,
2026,Leviticus,tt39143902,rl93749249,1564614,Q137557964,,,,
2026,Lucky Strike,tt19035928,rl2075557889,1594914,Q140003925,,,,
2026,Masters of the Universe,tt0427340,rl973309441,454639,Q112040381,,,,
2026,Minions & Monsters,tt32890033,rl779714561,1315772,Q127605787,,,,
2026,Moana,tt27419466,rl486245121,1108427,Q118996994,,,,
2026,Mobile Suit Gundam Hathaway: The Sorcery of Nymph Circe,tt32915652,rl1067220993,910850,,,,,
2026,Mortal Kombat II,tt17490712,rl3832053761,931285,Q117830073,,,,
2026,Mutiny,tt32338669,rl3593568257,1288445,Q125878994,,,,
2026,Obsession,tt37287335,rl1660846081,1339713,Q136163067,,,,
2026,One Night Only,tt37853455,rl433750017,1433367,Q135906833,,,,
2026,PAW Patrol: The Dino Movie,tt29356163,rl4082532353,1185806,Q132802215,,,,
2026,Passenger,tt33763941,rl4253450241,1368314,Q137708152,,,,
2026,Power Ballad,tt32267691,rl3623059457,1284016,Q126285100,,,,
2026,Pressure,tt32547691,rl1418493953,1318413,Q127698549,,,,
2026,Scary Movie 6,tt32093575,rl4163403777,1273221,Q131450198,,,,
2026,Spa Weekend,tt33305867,rl1334345729,1341138,Q135285630,,,,
2026,Spider-Man: Brand New Day,tt22084616,rl2299756545,969681,Q113244935,,,,
2026,Stop! That! Train,tt38128726,rl715030529,1541560,Q137648596,,,,
2026,Super Troopers 3,tt8820258,rl1468104705,675871,Q136325016,,,,
2026,Supergirl,tt8814476,rl3664281601,1081003,Q116921951,,,,
2026,Tears of the Azure Sea,tt38650409,rl2593423361,1363974,Q133126730,,,,
2026,The Amazing Digital Circus: The Last Act,tt41635245,rl3903881217,1667198,Q139127822,,,,
2026,The Breadwinner,tt34459219,rl4181426177,1440050,Q134972733,,,,
2026,The Death of Robin Hood,tt32273171,rl2710536193,1284465,Q125960231,,,,
2026,The Devil Wears Prada 2,tt33612209,rl365461505,1314481,Q134611972,,,,
2026,The Dog Stars,tt21285562,rl147357697,1384216,Q132256832,,,,
2026,The End of Oak Street,tt27165187,rl2908717057,1101383,Q124804916,,,,
2026,The Furious,tt33311069,rl1134329857,1280738,Q125948183,,,,
2026,The Invite,tt14173636,rl2174058497,950028,Q134083296,,,,
2026,The Mandalorian & Grogu,tt30825738,rl3294527489,1228710,Q124246549,,,,
2026,The Odyssey,tt33764258,rl170295297,1368337,Q131547207,,,,
2026,The Rivals of Amziah King,tt27706593,rl1284014081,1124142,Q122585845,,,,
2026,The Sheep Detectives,tt32565993,rl1601339393,1301421,Q126405648,,,,
2026,The Third Parent,tt8702454,,1206628,Q133142226,,,,
2026,Tom and Jerry: Forbidden Compass,tt37185884,rl3332407297,1497970,Q135432802,,,,
2026,Toy Story 5,tt29355505,rl3344859137,1084244,Q113641997,,,,
2026,Tuner,tt33296751,rl1233682433,1340206,Q130660452,,,,
2026,Young Washington,tt32104007,rl1436123137,1308767,Q136002124,,,,
